"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"587",1975,6,17,"","","Arenal","Costa Rica","Costa Rica",10.463,-84.703,1657,"Stratovolcano","Historical","D1",3,"",2,1,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA
"588",1975,11,29,"TSU","EQ","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",0,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,4,2,NA,NA
"589",1976,8,3,"","","Kusatsu-Shirane","Honshu-Japan","Japan",36.62,138.55,2176,"Stratovolcano","Historical","D1",NA,"G",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"590",1976,8,12,"","","Sangay","Ecuador","Ecuador",-2.03,-78.33,5230,"Stratovolcano","Historical","D1",3,"T",2,1,NA,NA,4,1,NA,NA,NA,NA,2,1,NA,NA,4,1,NA,NA,NA,NA
"591",1976,8,31,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",2,"M",119,3,NA,NA,NA,NA,NA,NA,NA,NA,119,3,NA,NA,NA,NA,NA,NA,NA,NA
"592",1976,9,15,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",2,"P",1,1,NA,NA,1,1,NA,NA,24,1,1,1,NA,NA,1,1,NA,NA,24,1
"593",1976,11,25,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",2,"M",29,1,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"594",1977,1,10,"","","Nyiragongo","Africa-C","Congo, DRC",-1.52,29.25,3470,"Stratovolcano","Historical","D1",1,"L",NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA
"595",1977,4,5,"","","Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","Historical","D1",0,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"596",1977,4,27,"","","Krafla","Iceland-NE","Iceland",65.73,-16.78,650,"Caldera","Historical","D1",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"597",1977,8,2,"","","Kliuchevskoi","Kamchatka","Russia",56.057,160.638,4835,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"598",1977,8,7,"","","Usu","Hokkaido-Japan","Japan",42.53,140.83,731,"Stratovolcano","Historical","D1",3,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"599",1978,1,13,"","","Usu","Hokkaido-Japan","Japan",42.53,140.83,731,"Stratovolcano","Historical","D1",3,"m",3,1,NA,NA,2,1,NA,NA,NA,NA,3,1,NA,NA,2,1,NA,NA,NA,NA
"600",1978,7,29,"","","Bulusan","Luzon-Philippines","Philippines",12.77,124.05,1565,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"601",1978,9,2,"","","Santa Maria","Guatemala","Guatemala",14.756,-91.552,3772,"Stratovolcano","Historical","D1",3,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"602",1978,9,19,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"M",12,1,NA,NA,NA,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"603",1978,NA,NA,"","","Tangkubanparahu","Java","Indonesia",-6.77,107.6,2084,"Stratovolcano","Historical","D1",NA,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"604",1979,2,20,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",1,"G",149,3,NA,NA,NA,NA,NA,NA,NA,NA,149,3,NA,NA,NA,NA,NA,NA,NA,NA
"605",1979,3,8,"","","Karkar","New Guinea-NE of","Papua New Guinea",-4.649,145.964,1839,"Stratovolcano","Historical","D1",2,"P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"606",1979,4,13,"","","Soufriere St. Vincent","W Indies","St. Vincent & the Grenadines",13.33,-61.18,1220,"Stratovolcano","Historical","D1",3,"T,P",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"607",1979,7,5,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"T",9,1,NA,NA,23,1,NA,NA,NA,NA,9,1,NA,NA,23,1,NA,NA,NA,NA
"608",1979,7,18,"TSU","","Iliwerung","Lesser Sunda Is","Indonesia",-8.54,123.59,1018,"Complex volcano","Historical","D1",NA,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239,4,NA,NA,32,1,NA,3,NA,3
"609",1979,9,6,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"T",3,1,NA,NA,11,1,NA,NA,NA,NA,3,1,NA,NA,11,1,NA,NA,NA,NA
"610",1980,5,18,"TSU","EQ","St. Helens","US-Washington","United States",46.2,-122.18,2549,"Stratovolcano","Historical","D1",5,"P,M,T",57,2,NA,NA,NA,NA,2000,4,NA,NA,61,2,NA,NA,NA,NA,2000,4,NA,NA
"611",1980,8,17,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"612",1980,12,25,"","","Hood","US-Oregon","United States",45.374,-121.694,3426,"Stratovolcano","Historical","D3",NA,"m",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"613",1981,3,17,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",1981,3,29,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"P",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"615",1981,4,27,"","","Alaid","Kuril Is","Russia",50.858,155.55,2339,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"616",1981,5,14,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"m",372,3,120,3,152,3,NA,NA,NA,NA,372,3,120,3,152,3,NA,NA,NA,NA
"617",1981,6,30,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",NA,"m",200,3,NA,NA,NA,NA,NA,NA,NA,NA,200,3,NA,NA,NA,NA,NA,NA,NA,NA
"618",1981,9,5,"","","Paluweh","Lesser Sunda Is","Indonesia",-8.32,121.708,875,"Stratovolcano","Historical","D1",2,"P",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"619",1981,NA,NA,"","","Vilyuchik","Kamchatka","Russia",52.68,158.3,2173,"Stratovolcano","Tephrochronology","D7",NA,"A",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"620",1982,3,29,"","EQ","Chichon, El","Mexico","Mexico",17.36,-93.228,1150,"Tuff cone","Historical","D1",5,"P,T,M,S",1879,4,1755,4,NA,NA,3.3,2,NA,NA,1879,4,1755,4,NA,NA,3.3,2,NA,NA
"621",1982,4,4,"","","Chichon, El","Mexico","Mexico",17.36,-93.228,1150,"Tuff cone","Historical","D1",5,"P",33,1,NA,NA,NA,NA,NA,NA,NA,NA,33,1,NA,NA,NA,NA,NA,NA,NA,NA
"622",1982,5,17,"","","Galunggung","Java","Indonesia",-7.25,108.05,2168,"Stratovolcano","Historical","D1",4,"I,T",68,2,NA,NA,NA,NA,15,3,NA,NA,68,2,NA,NA,NA,NA,15,3,NA,NA
"623",1982,5,27,"","","Chichon, El","Mexico","Mexico",17.36,-93.228,1150,"Tuff cone","Historical","D1",5,"m",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"624",1983,3,8,"","","Kliuchevskoi","Kamchatka","Russia",56.057,160.638,4835,"Stratovolcano","Historical","D1",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"625",1983,7,23,"","","Colo [Una Una]","Sulawesi-Indonesia","Indonesia",-0.17,121.608,507,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,3
"626",1983,8,17,"TSU","","Iliwerung","Lesser Sunda Is","Indonesia",-8.54,123.59,1018,"Complex volcano","Historical","D1",1,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",1983,10,3,"","EQ","Miyake-jima","Izu Is-Japan","Japan",34.08,139.53,815,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"628",1984,8,15,"","","Oku Volc Field","Africa-W","Cameroon",6.25,10.5,3011,"Maar","Radiocarbon","D5",NA,"G",37,1,NA,NA,NA,NA,NA,NA,NA,NA,37,1,NA,NA,NA,NA,NA,NA,NA,NA
"629",1984,9,9,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",3,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"630",1984,9,14,"","","On-take","Honshu-Japan","Japan",35.9,137.48,3063,"Complex volcano","Historical","D1",NA,"A",29,1,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA
"631",1984,10,16,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"S",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"632",1985,5,10,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"A",70,2,NA,NA,NA,NA,NA,NA,NA,NA,70,2,NA,NA,NA,NA,NA,NA,NA,NA
"633",1985,11,13,"","","Ruiz","Colombia","Colombia",4.895,-75.322,5321,"Stratovolcano","Historical","D1",3,"M",23080,4,NA,NA,10000,4,NA,NA,NA,NA,23080,4,NA,NA,10000,4,NA,NA,NA,NA
"634",1985,12,19,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",1,"S",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"635",1986,5,8,"","","Akita-Yake-yama","Honshu-Japan","Japan",39.97,140.77,1366,"Complex volcano","Historical","D1",NA,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"636",1986,7,24,"","","Stromboli","Italy","Italy",38.789,15.213,926,"Stratovolcano","Historical","D1",2,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"637",1986,8,21,"","","Oku Volc Field","Africa-W","Cameroon",6.25,10.5,3011,"Maar","Radiocarbon","D5",3,"G",1700,4,NA,NA,300,3,NA,NA,NA,NA,1700,4,NA,NA,300,3,NA,NA,NA,NA
"638",1986,10,15,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",2,"M",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"639",1986,11,15,"","","Oshima","Izu Is-Japan","Japan",34.73,139.38,758,"Stratovolcano","Historical","D1",3,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"640",1987,1,25,"","","Pacaya","Guatemala","Guatemala",14.381,-90.601,2552,"Complex volcano","Historical","D1",3,"",NA,NA,NA,NA,15,1,NA,1,63,2,NA,NA,NA,NA,15,1,NA,1,63,2
"641",1987,4,17,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"T",2,1,NA,NA,7,1,NA,NA,NA,NA,2,1,NA,NA,7,1,NA,NA,NA,NA
"642",1987,12,1,"","EQ","Sirung","Lesser Sunda Is","Indonesia",-8.51,124.148,862,"Complex volcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,3,NA,NA,NA,3,5,3,237,3
"643",1988,5,9,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",3,"T,L",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"644",1988,7,6,"","","Arenal","Costa Rica","Costa Rica",10.463,-84.703,1657,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"645",1988,7,30,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"646",1988,12,25,"","","Lonquimay","Chile-C","Chile",-38.377,-71.58,2865,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"647",1988,NA,NA,"","","Akita-Yake-yama","Honshu-Japan","Japan",39.97,140.77,1366,"Complex volcano","Historical","D1",NA,"I",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"648",1989,2,12,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",NA,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"649",1989,8,26,"","","Kirishima","Kyushu-Japan","Japan",31.93,130.87,1700,"Shield volcano","Historical","D1",NA,"G",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"650",1990,2,2,"","","Shiveluch","Kamchatka","Russia",56.653,161.36,3283,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"651",1990,2,10,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",4,"T,P",32,1,NA,NA,NA,NA,NA,NA,NA,NA,32,1,NA,NA,NA,NA,NA,NA,NA,NA
"652",1990,3,26,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"653",1990,4,18,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"654",1990,5,29,"","","Sabancaya","Peru","Peru",-15.78,-71.85,5967,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"655",1990,6,24,"","","Rabaul","New Britain-SW Pac","Papua New Guinea",-4.271,152.203,688,"Pyroclastic shield","Historical","D1",NA,"G",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"656",1990,7,19,"","","Santa Maria","Guatemala","Guatemala",14.756,-91.552,3772,"Stratovolcano","Historical","D1",3,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"657",1990,10,19,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"658",1990,11,21,"","","Nyiragongo","Africa-C","Congo, DRC",-1.52,29.25,3470,"Stratovolcano","Historical","D1",NA,"S",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"659",1990,11,25,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",NA,"m",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"660",1991,6,3,"","","Unzen","Kyushu-Japan","Japan",32.75,130.3,1500,"Complex volcano","Historical","D1",1,"P",43,1,NA,NA,NA,NA,NA,NA,NA,NA,43,1,NA,NA,NA,NA,NA,NA,NA,NA
"661",1991,6,15,"","EQ","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",6,"P,m,I",350,3,NA,NA,4,1,NA,3,NA,NA,800,3,NA,NA,4,1,NA,3,NA,NA
"662",1991,6,NA,"","","Mutnovsky","Kamchatka","Russia",52.453,158.195,2322,"Complex volcano","Historical","D2",NA,"I",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"663",1991,7,3,"","","Karthala","Indian O-W","Comoros",-11.75,43.38,2361,"Shield volcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"664",1991,8,8,"","","Hudson, Cerro","Chile-S","Chile",-45.9,-72.97,1905,"Stratovolcano","Historical","D1",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"665",1991,10,24,"","","Lokon-Empung","Sulawesi-Indonesia","Indonesia",1.358,124.792,1580,"Stratovolcano","Historical","D1",1,"T,P",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"666",1991,12,14,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2,NA,NA
"667",1992,1,21,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",2,"M",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"668",1992,3,18,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",NA,"G",1,1,NA,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,2,1,NA,NA,NA,NA
"669",1992,4,10,"","","Negro, Cerro","Nicaragua","Nicaragua",12.506,-86.702,728,"Cinder cone","Historical","D1",3,"T,I",11,1,NA,NA,50,1,3,2,NA,1,11,1,NA,NA,50,1,3,2,NA,1
"670",1992,5,11,"","","Karangetang [Api Siau]","Sangihe Is-Indonesia","Indonesia",2.78,125.48,1784,"Stratovolcano","Historical","D1",1,"P",6,1,NA,NA,1,1,NA,NA,NA,NA,6,1,NA,NA,1,1,NA,NA,NA,NA
"671",1992,7,5,"","","Marapi","Sumatra","Indonesia",-0.381,100.473,2891,"Complex volcano","Historical","D1",2,"T",1,1,NA,NA,5,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,NA,NA,NA
"672",1992,7,12,"","","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",1,"m",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"673",1992,9,17,"","","Spurr","Alaska-SW","United States",61.3,-152.25,3374,"Stratovolcano","Historical","D1",4,"I",1,1,NA,NA,NA,NA,2,2,NA,NA,1,1,NA,NA,NA,NA,2,2,NA,NA
"674",1992,NA,NA,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"675",1993,1,14,"","","Galeras","Colombia","Colombia",1.22,-77.37,4276,"Complex volcano","Historical","D1",2,"T",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"676",1993,1,21,"","","Wurlali","Banda Sea","Indonesia",-7.125,128.675,868,"Stratovolcano","Historical","D3",NA,"m",1,1,NA,NA,12,1,NA,NA,NA,NA,1,1,NA,NA,12,1,NA,NA,NA,NA
"677",1993,2,2,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",2,"P",75,2,NA,NA,NA,NA,NA,NA,NA,NA,75,2,NA,NA,NA,NA,NA,NA,NA,NA
"678",1993,3,12,"","","Guagua Pichincha","Ecuador","Ecuador",-0.171,-78.598,4784,"Stratovolcano","Historical","D1",1,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"679",1993,4,19,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",NA,"A",1,1,NA,NA,22,1,NA,NA,NA,NA,1,1,NA,NA,22,1,NA,NA,NA,NA
"680",1993,6,13,"","","Krakatau","Indonesia","Indonesia",-6.102,105.423,813,"Caldera","Historical","D1",1,"T",1,1,NA,NA,5,1,NA,NA,NA,NA,1,1,NA,NA,5,1,NA,NA,NA,NA
"681",1993,6,23,"","","Unzen","Kyushu-Japan","Japan",32.75,130.3,1500,"Complex volcano","Historical","D1",1,"P",1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1
"682",1993,6,26,"","","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",1,"m",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"683",1993,10,4,"","","Pinatubo","Luzon-Philippines","Philippines",15.13,120.35,1486,"Stratovolcano","Historical","D1",NA,"m",14,1,NA,NA,NA,NA,NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA
"684",1994,1,15,"","","Yasur","Vanuatu-SW Pacific","Vanuatu",-19.52,169.425,361,"Stratovolcano","Historical","D1",3,"T",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"685",1994,2,3,"","","Semeru","Java","Indonesia",-8.108,112.92,3676,"Stratovolcano","Historical","D1",3,"P",6,1,NA,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"686",1994,5,29,"","","Aso","Kyushu-Japan","Japan",32.88,131.1,1592,"Caldera","Historical","D1",1,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"687",1994,6,6,"","","Huila","Colombia","Colombia",2.92,-76.05,5365,"Stratovolcano","Historical","D5",NA,"m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,3,NA,NA,NA,NA,2.4,2,200,3
"688",1994,9,19,"TSU","","Rabaul","New Britain-SW Pac","Papua New Guinea",-4.271,152.203,688,"Pyroclastic shield","Historical","D1",3,"T",4,1,NA,NA,NA,NA,86,4,NA,NA,4,1,NA,NA,NA,NA,86,4,NA,NA
"689",1994,11,3,"","","Rinjani","Lesser Sunda Is","Indonesia",-8.42,116.47,3726,"Stratovolcano","Historical","D1",3,"m",31,1,NA,NA,NA,NA,NA,NA,NA,NA,31,1,NA,NA,NA,NA,NA,NA,NA,NA
"690",1994,11,22,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",3,"",60,2,NA,NA,NA,NA,NA,NA,NA,NA,60,2,NA,NA,NA,NA,NA,NA,NA,NA
"691",1995,2,4,"","","Yasur","Vanuatu-SW Pacific","Vanuatu",-19.52,169.425,361,"Stratovolcano","Historical","D1",3,"T",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"692",1995,2,11,"","","Yake-dake","Honshu-Japan","Japan",36.22,137.58,2455,"Stratovolcano","Historical","D1",1,"T",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"693",1995,4,2,"","","Fogo","Cape Verde Is","Cape Verde",14.95,-24.35,2829,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,20,1,NA,1,10,1,NA,NA,NA,NA,20,1,NA,1,10,1
"694",1995,4,7,"","","Pacaya","Guatemala","Guatemala",14.381,-90.601,2552,"Complex volcano","Historical","D1",3,"M",1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1
"695",1995,5,15,"","","Kelimutu","Lesser Sunda Is","Indonesia",-8.758,121.83,1640,"Complex volcano","Historical","D1",NA,"",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"696",1995,9,6,"","","Parker","Mindanao-Philippines","Philippines",6.12,124.892,1824,"Stratovolcano","Historical","D5",NA,"",60,2,NA,NA,NA,NA,NA,2,300,3,60,2,NA,NA,NA,NA,NA,2,300,3
"697",1996,1,2,"TSU","","Karymsky","Kamchatka","Russia",54.05,159.43,1536,"Stratovolcano","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698",1996,4,30,"","","Popocatepetl","Mexico","Mexico",19.023,-98.622,5426,"Stratovolcano","Historical","D1",3,"",5,1,NA,NA,NA,NA,NA,1,NA,NA,5,1,NA,NA,NA,NA,NA,1,NA,NA
"699",1996,8,10,"","","Kanlaon","Philippines-C","Philippines",10.412,123.132,2435,"Stratovolcano","Historical","D1",2,"T",3,1,NA,NA,18,1,NA,NA,NA,NA,3,1,NA,NA,18,1,NA,NA,NA,NA
