"","Year","Month","Day","TSU","EQ","Name","Location","Country","Latitude","Longitude","Elevation","Type","Status","Time","VEI","Agent","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION"
"111",1606,1,23,"TSU","","Hachijo-jima","Izu Is-Japan","Japan",33.13,139.77,854,"Stratovolcano","Historical","D5",2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",1608,7,18,"TSU","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",1609,NA,NA,"","","Tengchong","China-S","China",25.32,98.47,2865,"Pyroclastic cone","Historical","D5",NA,"E",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"114",1615,3,NA,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,2
"115",1617,NA,NA,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",1625,9,2,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1629,NA,NA,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",2,"F",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"118",1630,9,3,"","","Furnas","Azores","Portugal",37.77,-25.32,805,"Stratovolcano","Historical","D5",4,"M,T",200,3,NA,NA,NA,NA,NA,NA,NA,NA,200,3,NA,NA,NA,NA,NA,NA,NA,NA
"119",1631,2,14,"","EQ","Dama Ali","Africa-NE","Ethiopia",11.28,41.63,1068,"Shield volcano","Historical","D5",NA,"S",50,1,NA,NA,NA,NA,NA,2,NA,NA,50,1,NA,NA,NA,NA,NA,2,NA,NA
"120",1631,12,16,"TSU","EQ","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",5,"P,E,M",4000,4,NA,NA,NA,NA,NA,4,NA,4,4000,4,NA,NA,NA,NA,NA,4,NA,4
"121",1636,5,15,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"122",1638,NA,NA,"","","Raung","Java","Indonesia",-8.125,114.042,3332,"Stratovolcano","Historical","D1",4,"M",1001,4,NA,NA,NA,NA,NA,NA,NA,NA,1001,4,NA,NA,NA,NA,NA,NA,NA,NA
"123",1640,7,31,"TSU","EQ","Komaga-take","Hokkaido-Japan","Japan",42.07,140.68,1140,"Stratovolcano","Historical","D1",5,"W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,3,NA,NA,NA,NA,NA,1,20,1
"124",1640,NA,NA,"","","Tungurahua","Ecuador","Ecuador",-1.467,-78.442,5023,"Stratovolcano","Historical","D1",3,"P",5000,4,NA,NA,NA,NA,NA,NA,NA,4,5000,4,NA,NA,NA,NA,NA,NA,NA,4
"125",1646,7,19,"","","Makian","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","Historical","D1",4,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"126",1650,9,26,"TSU","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",4,"G,W,T",120,3,NA,NA,NA,NA,NA,NA,NA,NA,120,3,NA,NA,NA,NA,NA,NA,NA,NA
"127",1659,9,30,"","EQ","San Salvador","El Salvador","El Salvador",13.736,-89.286,1893,"Stratovolcano","Historical","D2",3,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",1659,11,11,"TSU","","Teon","Banda Sea","Pacific Ocean",-6.92,129.125,655,"Stratovolcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",1660,2,NA,"","","Teon","Banda Sea","Pacific Ocean",-6.92,129.125,655,"Stratovolcano","Historical","D2",4,"G,T",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"130",1660,11,3,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"131",1660,NA,NA,"TSU","","Long Island","New Guinea-NE of","Papua New Guinea",-5.358,147.12,1280,"Complex volcano","Historical","D1",6,"T,P,W,I",2000,4,NA,NA,NA,NA,NA,3,NA,3,2000,4,NA,NA,NA,NA,NA,3,NA,3
"132",1663,8,16,"","","Usu","Hokkaido-Japan","Japan",42.53,140.83,731,"Stratovolcano","Historical","D1",5,"T,P",5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"133",1664,4,15,"","","Unzen","Kyushu-Japan","Japan",32.75,130.3,1500,"Complex volcano","Historical","D1",2,"m",30,1,NA,NA,NA,NA,NA,NA,NA,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"134",1664,NA,NA,"TSU","","Iwo-Tori-shima","Ryukyu Is","Japan",27.85,128.25,217,"Complex volcano","Historical","D1",NA,"A",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1
"135",1669,3,11,"","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"136",1669,3,19,"","","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",3,"L",2,1,NA,NA,5,1,NA,NA,NA,NA,2,1,NA,NA,5,1,NA,NA,NA,NA
"137",1670,NA,NA,"","","Aoba","Vanuatu-SW Pacific","Vanuatu",-15.4,167.83,1496,"Shield volcano","Historical","D1",2,"L",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"138",1672,4,24,"","","Fayal","Azores","Portugal",38.6,-28.73,1043,"Stratovolcano","Historical","D2",2,"",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"139",1672,8,4,"","","Merapi","Java","Indonesia",-7.542,110.442,2947,"Stratovolcano","Historical","D1",3,"P",3000,4,NA,NA,NA,NA,NA,NA,NA,NA,3000,4,NA,NA,NA,NA,NA,NA,NA,NA
"140",1673,5,20,"TSU","","Gamkonora","Halmahera-Indonesia","Indonesia",1.375,127.52,1635,"Stratovolcano","Historical","D1",5,"W",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,1
"141",1677,11,22,"","","La Palma","Canary Is","Spain",28.58,-17.83,2426,"Stratovolcano","Historical","D1",2,"G",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"142",1679,9,21,"","EQ","Zukur","Red Sea","Yemen",14.02,42.75,624,"Shield volcano","Holocene","U",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1682,8,12,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",3,"",4,1,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"144",1684,12,NA,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",2,"F",1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"145",1690,2,3,"TSU","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1690,NA,NA,"","","Guntur","Java","Indonesia",-7.13,107.83,2249,"Complex volcano","Historical","D3",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"147",1692,6,4,"","","Serua","Banda Sea","Pacific Ocean",-6.3,130,641,"Stratovolcano","Historical","D2",4,"L",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"148",1693,1,9,"","EQ","Etna","Italy","Italy",37.734,15.004,3350,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",1693,2,13,"TSU","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",1694,11,20,"","","Banda Api","Banda Sea","Pacific Ocean",-4.525,129.871,640,"Caldera","Historical","D1",3,"",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"151",1698,5,NA,"TSU","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",1698,NA,NA,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",3,"M",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"153",1698,NA,NA,"","","Cereme","Java","Indonesia",-6.892,108.4,3078,"Stratovolcano","Historical","D2",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"154",1706,5,5,"TSU","","Tenerife","Canary Is","Spain",28.271,-16.641,3715,"Stratovolcano","Historical","D2",2,"",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
"155",1707,5,NA,"TSU","","Santorini","Greece","Greece",36.404,25.396,329,"Shield volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",1707,12,16,"","EQ","Fuji","Honshu-Japan","Japan",35.35,138.73,3776,"Stratovolcano","Historical","D4",4,"",NA,1,NA,NA,NA,NA,NA,1,75,1,NA,1,NA,NA,NA,NA,NA,1,75,1
"157",1711,12,11,"","","Awu","Sangihe Is-Indonesia","Indonesia",3.67,125.5,1320,"Stratovolcano","Historical","D1",3,"P",3000,4,NA,NA,NA,NA,NA,NA,NA,NA,3000,4,NA,NA,NA,NA,NA,NA,NA,NA
"158",1712,1,15,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"159",1714,6,30,"TSU","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",1716,7,20,"","","Kelut","Java","Indonesia",-7.93,112.308,1731,"Stratovolcano","Historical","D1",2,"M",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"161",1716,9,24,"TSU","EQ","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",4,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3
"162",1716,10,5,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"163",1716,11,9,"","","Kirishima","Kyushu-Japan","Japan",31.93,130.87,1700,"Shield volcano","Historical","D1",3,"",1,1,NA,NA,31,1,NA,NA,NA,NA,1,1,NA,NA,31,1,NA,NA,NA,NA
"164",1717,2,7,"","","Kirishima","Kyushu-Japan","Japan",31.93,130.87,1700,"Shield volcano","Historical","D1",3,"",1,1,NA,NA,30,1,NA,NA,NA,NA,1,1,NA,NA,30,1,NA,NA,NA,NA
"165",1717,8,4,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"166",1717,8,27,"","","Fuego","Guatemala","Guatemala",14.473,-90.88,3763,"Stratovolcano","Historical","D1",3,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"167",1718,2,1,"","","Pico","Azores","Portugal",38.47,-28.4,2351,"Stratovolcano","Historical","D4",2,"",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"168",1721,5,11,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",5,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"169",1721,6,22,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",1,"T",15,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"170",1726,2,1,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"171",1727,8,3,"","","Oraefajokull","Iceland-SE","Iceland",64,-16.65,2119,"Stratovolcano","Historical","D4",4,"F",3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"172",1729,2,1,"","","Bardarbunga","Iceland-NE","Iceland",64.63,-17.53,2000,"Stratovolcano","Historical","D2",1,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"173",1729,6,30,"","","Krafla","Iceland-NE","Iceland",65.73,-16.78,650,"Caldera","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"174",1730,9,1,"","","Lanzarote","Canary Is","Spain",29.03,-13.63,670,"Fissure vent","Historical","D3",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"175",1730,NA,NA,"","","Tseax River Cone","Canada","Canada",55.12,-128.9,609,"Pyroclastic cone","Radiocarbon","D4",NA,"G",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"176",1730,NA,NA,"","","Raung","Java","Indonesia",-8.125,114.042,3332,"Stratovolcano","Historical","D1",3,"M,T",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"177",1737,5,20,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",2,"T",2,1,NA,NA,NA,NA,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA
"178",1741,8,23,"TSU","","Oshima-Oshima","Hokkaido-Japan","Japan",41.5,139.37,737,"Stratovolcano","Historical","D4",4,"W,S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,4,NA,NA,NA,NA,NA,3,871,3
"179",1742,6,15,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",3,"M",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
"180",1742,12,9,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",3,"M",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
"181",1749,8,11,"TSU","EQ","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,3
"182",1753,10,15,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",2,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"183",1754,5,13,"TSU","EQ","Taal","Luzon-Philippines","Philippines",14.002,120.993,400,"Stratovolcano","Historical","D1",4,"W,T",12,1,NA,NA,NA,NA,NA,4,NA,4,12,1,NA,NA,NA,NA,NA,4,NA,4
"184",1755,10,17,"","","Katla","Iceland-S","Iceland",63.63,-19.05,1512,"Subglacial volcano","Historical","D2",4,"E",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"185",1757,7,9,"","EQ","San Jorge","Azores","Portugal",38.65,-28.08,1053,"Fissure vent","Historical","D2",0,"S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1053,4,NA,NA,NA,NA,NA,3,NA,4
"186",1760,NA,NA,"","","Makian","Halmahera-Indonesia","Indonesia",0.32,127.4,1357,"Stratovolcano","Historical","D1",4,"M",2000,4,NA,NA,NA,NA,NA,NA,NA,NA,2000,4,NA,NA,NA,NA,NA,NA,NA,NA
"187",1762,NA,NA,"","","Kliuchevskoi","Kamchatka","Russia",56.057,160.638,4835,"Stratovolcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"188",1766,4,5,"","","Hekla","Iceland-S","Iceland",63.98,-19.7,1491,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"189",1766,7,20,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",3,"m",49,1,NA,NA,NA,NA,NA,NA,NA,NA,49,1,NA,NA,NA,NA,NA,NA,NA,NA
"190",1768,4,4,"","","Cotopaxi","Ecuador","Ecuador",-0.677,-78.436,5911,"Stratovolcano","Historical","D2",4,"M",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
"191",1772,5,9,"TSU","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",3,"T",35,1,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA
"192",1772,8,12,"","","Papandayan","Java","Indonesia",-7.32,107.73,2665,"Stratovolcano","Historical","D2",3,"A",2957,4,NA,NA,NA,NA,NA,NA,NA,3,2957,4,NA,NA,NA,NA,NA,NA,NA,3
"193",1773,2,2,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",2,"I",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"194",1775,NA,NA,"","","Lokon-Empung","Sulawesi-Indonesia","Indonesia",1.358,124.792,1580,"Stratovolcano","Historical","D1",3,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"195",1775,NA,NA,"","","Gamalama","Halmahera-Indonesia","Indonesia",0.8,127.325,1715,"Stratovolcano","Historical","D1",3,"P,I",1300,4,NA,NA,NA,NA,NA,NA,NA,NA,1300,4,NA,NA,NA,NA,NA,NA,NA,NA
"196",1778,NA,NA,"","","Raikoke","Kuril Is","Russia",48.292,153.25,551,"Stratovolcano","Historical","D2",4,"T",15,1,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"197",1779,8,8,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"198",1779,11,8,"","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",4,"T,W,I",153,3,NA,NA,NA,NA,NA,NA,NA,NA,153,3,NA,NA,NA,NA,NA,NA,NA,NA
"199",1780,2,9,"","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",4,"F",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"200",1780,7,27,"","","Aoga-shima","Izu Is-Japan","Japan",32.45,139.77,423,"Stratovolcano","Historical","D4",3,"",7,1,NA,NA,NA,NA,NA,NA,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,1
"201",1780,9,9,"TSU","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",4,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",1780,10,31,"TSU","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",1781,4,11,"TSU","","Sakura-jima","Kyushu-Japan","Japan",31.58,130.67,1117,"Stratovolcano","Historical","D1",4,"W",23,1,NA,NA,NA,NA,NA,NA,NA,NA,38,1,NA,NA,NA,NA,NA,1,NA,NA
"204",1783,8,5,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",4,"F,P,I",1491,4,NA,NA,NA,NA,NA,NA,NA,NA,1491,4,NA,NA,NA,NA,NA,NA,NA,NA
"205",1784,4,NA,"","","Grimsvotn","Iceland-NE","Iceland",64.42,-17.33,1725,"Caldera","Historical","D1",4,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9350,4,NA,NA,NA,NA,NA,NA,NA,NA
"206",1784,7,NA,"","","Sabancaya","Peru","Peru",-15.78,-71.85,5967,"Stratovolcano","Historical","D1",NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"207",1784,NA,NA,"","","Hualalai","Hawaiian Is","United States",19.692,-155.87,2523,"Shield volcano","Historical","D3",0,"L",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"208",1785,4,18,"","","Aoga-shima","Izu Is-Japan","Japan",32.45,139.77,423,"Stratovolcano","Historical","D4",3,"",135,3,NA,NA,NA,NA,NA,NA,NA,NA,135,3,NA,NA,NA,NA,NA,NA,NA,NA
"209",1786,NA,NA,"","","Dieng Volc Complex","Java","Indonesia",-7.2,109.92,2565,"Complex volcano","Historical","D1",2,"A",38,1,NA,NA,NA,NA,NA,NA,NA,2,38,1,NA,NA,NA,NA,NA,NA,NA,2
"210",1789,NA,NA,"","","Oshima","Izu Is-Japan","Japan",34.73,139.38,758,"Stratovolcano","Historical","D1",2,"T",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"211",1790,11,NA,"","","Kilauea","Hawaiian Is","United States",19.425,-155.292,1222,"Shield volcano","Historical","D1",4,"P",5405,4,NA,NA,NA,NA,NA,NA,NA,NA,5405,4,NA,NA,NA,NA,NA,NA,NA,NA
"212",1792,5,21,"TSU","EQ","Unzen","Kyushu-Japan","Japan",32.75,130.3,1500,"Complex volcano","Historical","D1",2,"W,A",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15000,4,NA,NA,707,3,NA,4,6200,4
"213",1794,6,15,"","","Vesuvius","Italy","Italy",40.821,14.426,1281,"Complex volcano","Historical","D2",3,"M,L,T,G",400,3,NA,NA,NA,NA,NA,3,NA,NA,400,3,NA,NA,NA,NA,NA,3,NA,NA
"214",1800,6,24,"","","San Jorge","Azores","Portugal",38.65,-28.08,1053,"Fissure vent","Historical","D2",1,"L",9,1,NA,NA,NA,NA,NA,NA,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"215",1800,10,8,"","","Guntur","Java","Indonesia",-7.13,107.83,2249,"Complex volcano","Historical","D3",NA,"M",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"216",1800,10,30,"","","Mayon","Luzon-Philippines","Philippines",13.257,123.685,2462,"Stratovolcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"217",1800,NA,NA,"","","Kieyo","Africa-E","Tanzania",-9.23,33.78,2175,"Stratovolcano","Historical","D3",2,"L",NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA
"218",1800,NA,NA,"","","Hualalai","Hawaiian Is","United States",19.692,-155.87,2523,"Shield volcano","Historical","D3",0,"L",2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"219",1800,NA,NA,"","","St. Helens","US-Washington","United States",46.2,-122.18,2549,"Stratovolcano","Historical","D1",5,"I",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"220",1801,7,NA,"","","Chokai","Honshu-Japan","Japan",39.08,140.03,2237,"Stratovolcano","Historical","D1",2,"T",8,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"221",1803,7,4,"","","Asama","Honshu-Japan","Japan",36.4,138.53,2560,"Complex volcano","Historical","D1",2,"",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
